path,label
data_baru/training/C1/1- kanan c1_01.png,C1
data_baru/training/C1/kanan-c1-17.png,C1
data_baru/training/C1/kanan-c1-18.png,C1
data_baru/training/C1/kanan-c1-19.png,C1
data_baru/training/C1/kanan-c1-20.png,C1
data_baru/training/C1/kanan-c1-21.png,C1
data_baru/training/C1/kanan-c1-22.png,C1
data_baru/training/C1/kanan-c1-23.png,C1
data_baru/training/C1/kanan-c1-24.png,C1
data_baru/training/C1/kanan-c1-25.png,C1
data_baru/training/C1/kanan-c1-26.png,C1
data_baru/training/C1/kanan-c1-27.png,C1
data_baru/training/C1/kanan-c1-28.png,C1
data_baru/training/C1/kanan-c1-29.png,C1
data_baru/training/C1/kanan-c1-30.png,C1
data_baru/training/C1/kanan-c1-31.png,C1
data_baru/training/C1/kanan-c1-32.png,C1
data_baru/training/C1/kanan-c1-33.png,C1
data_baru/training/C1/kanan-c1-34.png,C1
data_baru/training/C1/kanan-c1-35.png,C1
data_baru/training/C1/kanan-c1-36.png,C1
data_baru/training/C1/kanan-c1-37.png,C1
data_baru/training/C1/kanan-c1-38.png,C1
data_baru/training/C1/kanan-c1-39.png,C1
data_baru/training/C1/kanan-c1-40.png,C1
data_baru/training/C1/kanan-c1-41.png,C1
data_baru/training/C1/kanan-c1-42.png,C1
data_baru/training/C1/kanan-c1-43.png,C1
data_baru/training/C1/kanan-c1-44.png,C1
data_baru/training/C1/kanan-c1-45.jpg,C1
data_baru/training/C1/kanan-c1-46.jpg,C1
data_baru/training/C1/kanan-c1-47.jpg,C1
data_baru/training/C1/kanan-c1-48.jpg,C1
data_baru/training/C1/kanan-c1-49.jpg,C1
data_baru/training/C1/kanan-c1-50.jpg,C1
data_baru/training/C1/kanan-c1-51.jpg,C1
data_baru/training/C1/kanan-c1-52.jpg,C1
data_baru/training/C1/kanan-c1-53.jpg,C1
data_baru/training/C1/kanan-c1-54.jpg,C1
data_baru/training/C1/kanan-c1-55.jpg,C1
data_baru/training/C1/kanan-c1-56.jpg,C1
data_baru/training/C1/kanan-c1-57.jpg,C1
data_baru/training/C1/kanan-c1-58.jpg,C1
data_baru/training/C1/kanan-c1-59.jpg,C1
data_baru/training/C1/kanan-c1-60.jpg,C1
data_baru/training/C1/kanan-c1-61.jpeg,C1
data_baru/training/C1/kanan-c1-62.jpg,C1
data_baru/training/C1/kanan-c1-63.jpg,C1
data_baru/training/C1/kanan-c1-64.jpg,C1
data_baru/training/C1/kanan-c1-65.jpg,C1
data_baru/training/C1/kanan-c1-66.jpg,C1
data_baru/training/C1/kanan-c1-67.jpeg,C1
data_baru/training/C1/kanan-c1.png,C1
data_baru/training/C1/kanan_c1-15.png,C1
data_baru/training/C1/kanan_c1_03.png,C1
data_baru/training/C1/kanan_c1_05.png,C1
data_baru/training/C1/kanan_c1_06.png,C1
data_baru/training/C1/kanan_c1_07.png,C1
data_baru/training/C1/kanan_c1_08.png,C1
data_baru/training/C1/kanan_c1_09.png,C1
data_baru/training/C1/kanan_c1_10.png,C1
data_baru/training/C1/kanan_c1_11.png,C1
data_baru/training/C1/kanan_c1_12.png,C1
data_baru/training/C1/kanan_c1_13.png,C1
data_baru/training/C1/kanan_c1_14.png,C1
data_baru/training/C1/kanan_c1_15.png,C1
data_baru/training/C1/kanana-c1-48.jpg,C1
data_baru/training/C1/kiri-c1-18.png,C1
data_baru/training/C1/kiri-c1-19.png,C1
data_baru/training/C1/kiri-c1-20.png,C1
data_baru/training/C1/kiri-c1-21.png,C1
data_baru/training/C1/kiri-c1-22.png,C1
data_baru/training/C1/kiri-c1-23.png,C1
data_baru/training/C1/kiri-c1-24.png,C1
data_baru/training/C1/kiri-c1-25.png,C1
data_baru/training/C1/kiri-c1-26.png,C1
data_baru/training/C1/kiri-c1-27.png,C1
data_baru/training/C1/kiri-c1-28.png,C1
data_baru/training/C1/kiri-c1-29.png,C1
