path,label
train/C1/IMG_3954.jpg,C1
train/C1/IMG_3961.jpg,C1
train/C1/IMG_3963.jpg,C1
train/C1/IMG_3965.jpg,C1
train/C1/IMG_3975.jpg,C1
train/C1/IMG_3987.jpg,C1
train/C1/IMG_4012.jpg,C1
train/C1/IMG_4020.jpg,C1
train/C1/IMG_4026.jpg,C1
train/C1/IMG_4029.jpg,C1
train/C1/IMG_4031.jpg,C1
train/C1/IMG_4034.jpg,C1
train/C1/IMG_4040.jpg,C1
train/C1/IMG_4043.jpg,C1
train/C1/IMG_4045.jpg,C1
train/C1/IMG_4158.jpg,C1
train/C1/IMG_4162.jpg,C1
train/C1/IMG_4173.jpg,C1
train/C1/IMG_4174.jpg,C1
train/C1/IMG_4175.jpeg,C1
train/C1/IMG_4176.jpeg,C1
train/C1/IMG_4178.JPG,C1
train/C1/IMG_4178.jpeg,C1
train/C1/IMG_4193.jpg,C1
train/C1/IMG_4201.jpg,C1
train/C1/IMG_4208.jpg,C1
train/C1/IMG_4219.jpg,C1
train/C1/IMG_4220.jpg,C1
train/C1/IMG_4223.jpg,C1
train/C1/IMG_7759.JPG,C1
train/C1/IMG_7760.jpeg,C1
train/C1/c1l001.jpg,C1
train/C2/IMG_3925.jpg,C2
train/C2/IMG_3932k.jpg,C2
train/C2/IMG_3936.jpg,C2
train/C2/IMG_3939.jpg,C2
train/C2/IMG_3945k.jpg,C2
train/C2/IMG_3946.jpg,C2
train/C2/IMG_3949.jpg,C2
train/C2/IMG_3956.jpg,C2
train/C2/IMG_3960.jpg,C2
train/C2/IMG_3985.jpg,C2
train/C2/IMG_3991.jpg,C2
train/C2/IMG_3995.jpg,C2
train/C2/IMG_4016.jpg,C2
train/C2/IMG_4053.jpg,C2
train/C2/IMG_4055.jpg,C2
train/C2/IMG_4059.jpg,C2
train/C2/IMG_4152.jpg,C2
train/C2/IMG_4155K.JPG,C2
train/C2/IMG_4161.jpg,C2
train/C2/IMG_4165.jpg,C2
train/C2/IMG_4172.JPG,C2
train/C2/IMG_4174.jpg,C2
train/C2/IMG_4184.JPG,C2
train/C2/IMG_4184.jpeg,C2
train/C2/IMG_4185.jpeg,C2
train/C2/IMG_4186.jpeg,C2
train/C2/IMG_4187.jpeg,C2
train/C2/IMG_4188.jpeg,C2
train/C2/IMG_4189.jpeg,C2
train/C2/IMG_4190.jpg,C2
train/C2/IMG_4191.jpg,C2
train/C2/IMG_4194.JPG,C2
train/C2/IMG_4206.jpg,C2
train/C2/IMG_4209.jpg,C2
train/C2/IMG_4214.jpg,C2
train/C2/IMG_4217.jpg,C2
train/C2/IMG_7750.JPG,C2
train/C2/IMG_7752.JPG,C2
train/C2/IMG_7756.JPG,C2
train/C2/IMG_7757.JPG,C2
train/C2/IMG_7761.JPG,C2
train/C2/IMG_7763.JPG,C2
train/C2/KGSX5420.jpg,C2
train/C2/KNPQ8587.jpg,C2
train/C2/LSDL1471.jpg,C2
train/C3/IMG_3936.jpg,C3
train/C3/IMG_3939.jpg,C3
train/C3/IMG_3941.jpg,C3
train/C3/IMG_3972.jpg,C3
train/C3/IMG_4002.jpg,C3
train/C3/IMG_4146.JPG,C3
train/C3/IMG_4149.jpg,C3
train/C3/IMG_4167.jpg,C3
train/C3/IMG_4172.JPG,C3
train/C3/IMG_4176.jpg,C3
train/C3/IMG_4187.JPG,C3
train/C3/IMG_4196.jpg,C3
train/C3/IMG_4204.jpg,C3
train/C3/IMG_4214.jpg,C3
train/C3/IMG_4222.jpg,C3
train/C3/IMG_7748.JPG,C3
train/C3/IMG_7749.jpeg,C3
train/C3/IMG_7754.JPG,C3
train/C3/LQIA7488.jpg,C3
train/C3/kanan kiri c3.jpg,C3
